airline,flight,source_city,departure_time,stops,arrival_time,destination_city,duration,days_left,price
0,859,2,2,1,5,3,1535.0,9,39321
0,791,2,2,1,5,3,1595.0,9,39321
0,723,2,2,1,5,3,1665.0,9,39321
0,746,2,5,1,1,3,635.0,9,44405
0,861,2,2,1,1,3,870.0,9,44405
0,744,2,0,1,1,3,1100.0,9,44405
0,748,2,4,1,1,3,1325.0,9,44405
0,857,2,1,1,1,3,1540.0,9,44405
5,1541,2,4,1,5,3,555.0,9,46097
5,1533,2,4,1,5,3,685.0,9,46097
5,1541,2,4,1,1,3,1210.0,9,46097
5,1533,2,4,1,1,3,1340.0,9,46097
5,1538,2,2,1,1,3,905.0,9,47217
5,1538,2,2,1,0,3,1170.0,9,47217
0,844,2,0,1,5,3,545.0,9,47408
0,704,2,1,1,5,3,865.0,9,47408
0,839,2,5,1,5,3,1500.0,9,47408
0,841,2,2,1,5,3,1700.0,9,47408
5,1536,2,0,1,5,3,325.0,9,51697
5,1557,2,0,1,5,3,485.0,9,51697
5,1559,2,4,1,5,3,635.0,9,51697
5,1551,2,1,1,5,3,910.0,9,51697
5,1536,2,0,1,1,3,980.0,9,51697
5,1557,2,0,1,1,3,1140.0,9,51697
5,1559,2,4,1,1,3,1290.0,9,51697
5,1549,2,4,1,5,3,725.0,9,53937
5,1552,2,2,1,1,3,770.0,9,53937
5,1546,2,2,1,1,3,845.0,9,53937
5,1552,2,2,1,0,3,1035.0,9,53937
5,1546,2,2,1,0,3,1110.0,9,53937
5,1549,2,4,1,1,3,1380.0,9,53937
5,1551,2,1,1,0,3,390.0,9,55572
5,1554,2,2,1,1,3,720.0,9,59537
5,1554,2,2,1,0,3,985.0,9,59537
5,1553,2,5,1,1,3,600.0,9,59649
5,1553,2,5,1,0,3,865.0,9,59649
5,1539,2,1,1,5,3,805.0,9,61889
5,1539,2,1,1,0,3,285.0,9,65764
5,1484,2,1,2,4,3,130.0,10,24056
5,1507,2,4,2,0,3,130.0,10,24056
5,1530,2,0,2,2,3,135.0,10,24056
5,1523,2,2,2,2,3,135.0,10,24056
5,1516,2,5,2,5,3,140.0,10,24056
0,766,2,2,2,2,3,125.0,10,23944
0,764,2,4,2,4,3,130.0,10,23944
0,867,2,5,2,5,3,130.0,10,23944
0,772,2,4,2,4,3,140.0,10,23944
0,741,2,1,1,0,3,570.0,10,32770
0,871,2,4,1,5,3,655.0,10,39321
0,820,2,4,1,5,3,755.0,10,39321
0,812,2,1,1,5,3,815.0,10,39321
0,878,2,1,1,5,3,875.0,10,39321
0,859,2,2,1,5,3,1535.0,10,39321
0,791,2,2,1,5,3,1595.0,10,39321
0,723,2,2,1,5,3,1665.0,10,39321
0,746,2,5,1,4,3,695.0,10,44405
0,861,2,2,1,4,3,930.0,10,44405
0,744,2,0,1,4,3,1160.0,10,44405
0,748,2,4,1,4,3,1385.0,10,44405
0,857,2,1,1,4,3,1600.0,10,44405
5,1533,2,4,1,5,3,685.0,10,46097
5,1533,2,4,1,1,3,1340.0,10,46097
5,1544,2,5,1,1,3,670.0,10,47329
5,1544,2,5,1,0,3,935.0,10,47329
0,844,2,0,1,5,3,545.0,10,47408
0,704,2,1,1,5,3,865.0,10,47408
0,839,2,5,1,5,3,1500.0,10,47408
0,841,2,2,1,5,3,1700.0,10,47408
5,1553,2,5,1,1,3,600.0,10,51697
5,1553,2,5,1,0,3,865.0,10,51697
5,1553,2,5,1,5,3,1385.0,10,51697
5,1539,2,1,1,0,3,285.0,10,53937
5,1549,2,4,1,5,3,725.0,10,53937
5,1552,2,2,1,1,3,770.0,10,53937
5,1539,2,1,1,5,3,805.0,10,53937
5,1546,2,2,1,1,3,845.0,10,53937
5,1552,2,2,1,0,3,1035.0,10,53937
5,1546,2,2,1,0,3,1110.0,10,53937
5,1549,2,4,1,1,3,1380.0,10,53937
5,1539,2,1,1,1,3,1460.0,10,53937
5,1552,2,2,1,5,3,1555.0,10,53937
5,1543,2,0,1,5,3,395.0,10,54273
5,1543,2,0,1,1,3,1050.0,10,54273
5,1538,2,2,1,1,3,905.0,10,55169
5,1538,2,2,1,0,3,1170.0,10,55169
5,1554,2,2,1,1,3,720.0,10,59537
5,1554,2,2,1,0,3,985.0,10,59537
5,1554,2,2,1,5,3,1505.0,10,59537
5,1557,2,0,1,5,3,485.0,10,59649
5,1559,2,4,1,5,3,635.0,10,59649
5,1557,2,0,1,1,3,1140.0,10,59649
5,1559,2,4,1,1,3,1290.0,10,59649
5,1541,2,4,1,5,3,555.0,10,66481
5,1541,2,4,1,1,3,1210.0,10,66481
5,1536,2,0,1,5,3,325.0,10,68721
5,1536,2,0,1,1,3,980.0,10,68721
5,1484,2,1,2,4,3,130.0,11,24056
5,1507,2,4,2,0,3,130.0,11,24056
5,1530,2,0,2,2,3,135.0,11,24056
5,1523,2,2,2,2,3,135.0,11,24056
5,1516,2,5,2,5,3,140.0,11,24056
0,766,2,2,2,2,3,125.0,11,23944
0,764,2,4,2,4,3,130.0,11,23944
0,867,2,5,2,5,3,130.0,11,23944
0,772,2,4,2,4,3,140.0,11,23944
0,732,2,2,1,0,3,1065.0,11,37668
5,1543,2,0,1,5,3,395.0,11,39377
5,1544,2,5,1,1,3,670.0,11,39377
5,1544,2,5,1,0,3,935.0,11,39377
5,1543,2,0,1,1,3,1050.0,11,39377
0,798,2,0,1,5,3,425.0,11,39321
0,871,2,4,1,5,3,655.0,11,39321
0,820,2,4,1,5,3,755.0,11,39321
0,812,2,1,1,5,3,815.0,11,39321
0,878,2,1,1,5,3,875.0,11,39321
0,859,2,2,1,5,3,1535.0,11,39321
0,791,2,2,1,5,3,1595.0,11,39321
0,723,2,2,1,5,3,1665.0,11,39321
0,746,2,5,1,1,3,635.0,11,44405
0,861,2,2,1,1,3,870.0,11,44405
0,744,2,0,1,1,3,1100.0,11,44405
0,748,2,4,1,1,3,1325.0,11,44405
0,857,2,1,1,1,3,1540.0,11,44405
5,1541,2,4,1,5,3,555.0,11,46097
5,1541,2,4,1,1,3,1210.0,11,46097
5,1538,2,2,1,1,3,905.0,11,47217
5,1538,2,2,1,0,3,1170.0,11,47217
0,844,2,0,1,5,3,545.0,11,47408
0,704,2,1,1,5,3,865.0,11,47408
0,713,2,1,1,5,3,985.0,11,47408
0,839,2,5,1,5,3,1500.0,11,47408
0,841,2,2,1,5,3,1700.0,11,47408
5,1536,2,0,1,5,3,325.0,11,51697
5,1551,2,1,1,0,3,390.0,11,51697
5,1557,2,0,1,5,3,485.0,11,51697
5,1553,2,5,1,1,3,600.0,11,51697
5,1559,2,4,1,5,3,635.0,11,51697
5,1553,2,5,1,0,3,865.0,11,51697
5,1551,2,1,1,5,3,910.0,11,51697
5,1536,2,0,1,1,3,980.0,11,51697
5,1557,2,0,1,1,3,1140.0,11,51697
5,1559,2,4,1,1,3,1290.0,11,51697
5,1539,2,1,1,0,3,285.0,11,53937
5,1549,2,4,1,5,3,725.0,11,53937
5,1552,2,2,1,1,3,770.0,11,53937
5,1539,2,1,1,5,3,805.0,11,53937
5,1546,2,2,1,1,3,845.0,11,53937
5,1552,2,2,1,0,3,1035.0,11,53937
5,1546,2,2,1,0,3,1110.0,11,53937
5,1549,2,4,1,1,3,1380.0,11,53937
5,1533,2,4,1,5,3,685.0,11,54049
5,1533,2,4,1,1,3,1340.0,11,54049
5,1554,2,2,1,1,3,720.0,11,59537
5,1554,2,2,1,0,3,985.0,11,59537
5,1484,2,1,2,4,3,130.0,12,24056
5,1507,2,4,2,0,3,130.0,12,24056
5,1530,2,0,2,2,3,135.0,12,24056
5,1523,2,2,2,2,3,135.0,12,24056
5,1516,2,5,2,5,3,140.0,12,24056
0,766,2,2,2,2,3,125.0,12,23944
0,764,2,4,2,4,3,130.0,12,23944
0,867,2,5,2,5,3,130.0,12,23944
0,772,2,4,2,4,3,140.0,12,23944
5,1543,2,0,1,5,3,395.0,12,39377
5,1544,2,5,1,1,3,670.0,12,39377
5,1544,2,5,1,0,3,935.0,12,39377
5,1543,2,0,1,1,3,1050.0,12,39377
0,798,2,0,1,5,3,425.0,12,39321
0,871,2,4,1,5,3,655.0,12,39321
0,820,2,4,1,5,3,755.0,12,39321
0,812,2,1,1,5,3,815.0,12,39321
0,878,2,1,1,5,3,875.0,12,39321
0,859,2,2,1,5,3,1535.0,12,39321
0,791,2,2,1,5,3,1595.0,12,39321
0,723,2,2,1,5,3,1665.0,12,39321
5,1541,2,4,1,5,3,555.0,12,46097
5,1533,2,4,1,5,3,685.0,12,46097
5,1541,2,4,1,1,3,1210.0,12,46097
5,1533,2,4,1,1,3,1340.0,12,46097
5,1538,2,2,1,1,3,905.0,12,47217
5,1538,2,2,1,0,3,1170.0,12,47217
0,844,2,0,1,5,3,545.0,12,47408
0,704,2,1,1,5,3,865.0,12,47408
0,839,2,5,1,5,3,1500.0,12,47408
0,841,2,2,1,5,3,1700.0,12,47408
5,1536,2,0,1,5,3,325.0,12,51697
5,1551,2,1,1,0,3,390.0,12,51697
5,1559,2,4,1,5,3,635.0,12,51697
5,1551,2,1,1,5,3,910.0,12,51697
5,1536,2,0,1,1,3,980.0,12,51697
5,1559,2,4,1,1,3,1290.0,12,51697
5,1539,2,1,1,0,3,285.0,12,53937
5,1549,2,4,1,5,3,725.0,12,53937
5,1552,2,2,1,1,3,770.0,12,53937
5,1539,2,1,1,5,3,805.0,12,53937
5,1546,2,2,1,1,3,845.0,12,53937
5,1552,2,2,1,0,3,1035.0,12,53937
5,1546,2,2,1,0,3,1110.0,12,53937
5,1549,2,4,1,1,3,1380.0,12,53937
5,1554,2,2,1,1,3,720.0,12,59537
5,1554,2,2,1,0,3,985.0,12,59537
5,1557,2,0,1,5,3,485.0,12,59649
5,1553,2,5,1,1,3,600.0,12,59649
5,1553,2,5,1,0,3,865.0,12,59649
5,1557,2,0,1,1,3,1140.0,12,59649
5,1484,2,1,2,4,3,130.0,13,24056
5,1507,2,4,2,0,3,130.0,13,24056
5,1530,2,0,2,2,3,135.0,13,24056
5,1523,2,2,2,2,3,135.0,13,24056
5,1516,2,5,2,5,3,140.0,13,24056
0,766,2,2,2,2,3,125.0,13,23944
0,764,2,4,2,4,3,130.0,13,23944
0,867,2,5,2,5,3,130.0,13,23944
0,865,2,2,2,5,3,135.0,13,23944
0,772,2,4,2,4,3,140.0,13,23944
5,1543,2,0,1,5,3,395.0,13,39377
5,1544,2,5,1,1,3,670.0,13,39377
5,1543,2,0,1,1,3,1050.0,13,39377
0,798,2,0,1,5,3,425.0,13,39321
0,820,2,4,1,5,3,755.0,13,39321
0,812,2,1,1,5,3,815.0,13,39321
0,878,2,1,1,5,3,875.0,13,39321
0,859,2,2,1,5,3,1535.0,13,39321
0,791,2,2,1,5,3,1595.0,13,39321
0,723,2,2,1,5,3,1665.0,13,39321
5,1544,2,5,1,0,3,935.0,13,43252
0,746,2,5,1,4,3,695.0,13,44405
0,861,2,2,1,4,3,930.0,13,44405
0,744,2,0,1,4,3,1160.0,13,44405
0,748,2,4,1,4,3,1385.0,13,44405
0,857,2,1,1,4,3,1600.0,13,44405
5,1541,2,4,1,5,3,555.0,13,46097
5,1533,2,4,1,5,3,685.0,13,46097
5,1541,2,4,1,1,3,1210.0,13,46097
5,1533,2,4,1,1,3,1340.0,13,46097
5,1538,2,2,1,1,3,905.0,13,47217
0,704,2,1,1,5,3,865.0,13,47408
0,713,2,1,1,5,3,985.0,13,47408
0,839,2,5,1,5,3,1500.0,13,47408
0,841,2,2,1,5,3,1700.0,13,47408
5,1538,2,2,1,0,3,1170.0,13,51092
5,1536,2,0,1,5,3,325.0,13,51697
5,1551,2,1,1,0,3,390.0,13,51697
5,1557,2,0,1,5,3,485.0,13,51697
5,1553,2,5,1,1,3,600.0,13,51697
5,1559,2,4,1,5,3,635.0,13,51697
5,1551,2,1,1,5,3,910.0,13,51697
5,1536,2,0,1,1,3,980.0,13,51697
5,1557,2,0,1,1,3,1140.0,13,51697
5,1559,2,4,1,1,3,1290.0,13,51697
5,1539,2,1,1,0,3,285.0,13,53937
5,1552,2,2,1,1,3,770.0,13,53937
5,1539,2,1,1,5,3,805.0,13,53937
5,1546,2,2,1,1,3,845.0,13,53937
5,1553,2,5,1,0,3,865.0,13,55572
5,1552,2,2,1,0,3,1035.0,13,57812
5,1546,2,2,1,0,3,1110.0,13,57812
5,1554,2,2,1,1,3,720.0,13,59537
5,1549,2,4,1,5,3,725.0,13,61889
5,1549,2,4,1,1,3,1380.0,13,61889
5,1554,2,2,1,0,3,985.0,13,63412
5,1484,2,1,2,4,3,130.0,14,24056
5,1507,2,4,2,0,3,130.0,14,24056
5,1530,2,0,2,2,3,135.0,14,24056
5,1523,2,2,2,2,3,135.0,14,24056
5,1516,2,5,2,5,3,140.0,14,24056
0,766,2,2,2,2,3,125.0,14,23944
0,764,2,4,2,4,3,130.0,14,23944
0,867,2,5,2,5,3,130.0,14,23944
0,772,2,4,2,4,3,140.0,14,23944
5,1543,2,0,1,5,3,395.0,14,39377
5,1544,2,5,1,1,3,670.0,14,39377
5,1544,2,5,1,0,3,935.0,14,39377
5,1543,2,0,1,1,3,1050.0,14,39377
0,798,2,0,1,5,3,425.0,14,39321
0,871,2,4,1,5,3,655.0,14,39321
0,820,2,4,1,5,3,755.0,14,39321
0,812,2,1,1,5,3,815.0,14,39321
0,878,2,1,1,5,3,875.0,14,39321
0,859,2,2,1,5,3,1535.0,14,39321
0,791,2,2,1,5,3,1595.0,14,39321
0,723,2,2,1,5,3,1665.0,14,39321
5,1541,2,4,1,5,3,555.0,14,46097
5,1533,2,4,1,5,3,685.0,14,46097
5,1541,2,4,1,1,3,1210.0,14,46097
5,1533,2,4,1,1,3,1340.0,14,46097
5,1538,2,2,1,1,3,905.0,14,47217
5,1538,2,2,1,0,3,1170.0,14,47217
0,844,2,0,1,5,3,545.0,14,47408
0,704,2,1,1,5,3,865.0,14,47408
0,839,2,5,1,5,3,1500.0,14,47408
0,841,2,2,1,5,3,1700.0,14,47408
5,1536,2,0,1,5,3,325.0,14,51697
5,1557,2,0,1,5,3,485.0,14,51697
5,1553,2,5,1,1,3,600.0,14,51697
5,1559,2,4,1,5,3,635.0,14,51697
5,1553,2,5,1,0,3,865.0,14,51697
5,1536,2,0,1,1,3,980.0,14,51697
5,1557,2,0,1,1,3,1140.0,14,51697
5,1559,2,4,1,1,3,1290.0,14,51697
5,1552,2,2,1,1,3,770.0,14,53937
5,1539,2,1,1,5,3,805.0,14,53937
5,1546,2,2,1,1,3,845.0,14,53937
5,1552,2,2,1,0,3,1035.0,14,53937
5,1546,2,2,1,0,3,1110.0,14,53937
5,1539,2,1,1,0,3,285.0,14,57812
5,1554,2,2,1,1,3,720.0,14,59537
5,1554,2,2,1,0,3,985.0,14,59537
5,1549,2,4,1,5,3,725.0,14,61889
5,1549,2,4,1,1,3,1380.0,14,61889
5,1551,2,1,1,5,3,910.0,14,67153
5,1551,2,1,1,0,3,390.0,14,71028
5,1484,2,1,2,4,3,130.0,15,24056
5,1507,2,4,2,0,3,130.0,15,24056
5,1530,2,0,2,2,3,135.0,15,24056
5,1523,2,2,2,2,3,135.0,15,24056
5,1516,2,5,2,5,3,140.0,15,24056
0,766,2,2,2,2,3,125.0,15,23944
0,764,2,4,2,4,3,130.0,15,23944
0,867,2,5,2,5,3,130.0,15,23944
0,772,2,4,2,4,3,140.0,15,23944
0,732,2,2,1,0,3,1065.0,15,37668
5,1543,2,0,1,5,3,395.0,15,39377
5,1544,2,5,1,1,3,670.0,15,39377
5,1544,2,5,1,0,3,935.0,15,39377
5,1543,2,0,1,1,3,1050.0,15,39377
0,798,2,0,1,5,3,425.0,15,39321
0,871,2,4,1,5,3,655.0,15,39321
0,820,2,4,1,5,3,755.0,15,39321
0,812,2,1,1,5,3,815.0,15,39321
0,859,2,2,1,5,3,1535.0,15,39321
0,723,2,2,1,5,3,1665.0,15,39321
0,746,2,5,1,1,3,635.0,15,44405
0,861,2,2,1,1,3,870.0,15,44405
0,744,2,0,1,1,3,1100.0,15,44405
0,748,2,4,1,1,3,1325.0,15,44405
0,857,2,1,1,1,3,1540.0,15,44405
5,1541,2,4,1,5,3,555.0,15,46097
5,1533,2,4,1,5,3,685.0,15,46097
5,1541,2,4,1,1,3,1210.0,15,46097
5,1533,2,4,1,1,3,1340.0,15,46097
5,1538,2,2,1,1,3,905.0,15,47217
5,1538,2,2,1,0,3,1170.0,15,47217
0,878,2,1,1,5,3,875.0,15,47262
0,844,2,0,1,5,3,545.0,15,47408
0,704,2,1,1,5,3,865.0,15,47408
0,839,2,5,1,5,3,1500.0,15,47408
0,841,2,2,1,5,3,1700.0,15,47408
5,1536,2,0,1,5,3,325.0,15,51697
5,1557,2,0,1,5,3,485.0,15,51697
5,1553,2,5,1,1,3,600.0,15,51697
5,1559,2,4,1,5,3,635.0,15,51697
5,1553,2,5,1,0,3,865.0,15,51697
5,1536,2,0,1,1,3,980.0,15,51697
5,1557,2,0,1,1,3,1140.0,15,51697
5,1559,2,4,1,1,3,1290.0,15,51697
5,1539,2,1,1,0,3,285.0,15,53937
5,1549,2,4,1,5,3,725.0,15,53937
5,1552,2,2,1,1,3,770.0,15,53937
5,1539,2,1,1,5,3,805.0,15,53937
5,1546,2,2,1,1,3,845.0,15,53937
5,1552,2,2,1,0,3,1035.0,15,53937
5,1546,2,2,1,0,3,1110.0,15,53937
5,1549,2,4,1,1,3,1380.0,15,53937
5,1554,2,2,1,1,3,720.0,15,59537
5,1554,2,2,1,0,3,985.0,15,59537
5,1551,2,1,1,0,3,390.0,15,59649
5,1551,2,1,1,5,3,910.0,15,59649
0,791,2,2,1,5,3,1595.0,15,60590
5,1484,2,1,2,4,3,130.0,16,24056
5,1507,2,4,2,0,3,130.0,16,24056
5,1530,2,0,2,2,3,135.0,16,24056
5,1523,2,2,2,2,3,135.0,16,24056
5,1516,2,5,2,5,3,140.0,16,24056
0,766,2,2,2,2,3,125.0,16,23944
0,764,2,4,2,4,3,130.0,16,23944
0,867,2,5,2,5,3,130.0,16,23944
0,772,2,4,2,4,3,140.0,16,23944
0,739,2,2,1,0,3,1175.0,16,32770
0,732,2,2,1,0,3,1065.0,16,37668
0,874,2,4,1,0,3,1525.0,16,37668
5,1544,2,5,1,1,3,670.0,16,39377
5,1544,2,5,1,0,3,935.0,16,39377
0,798,2,0,1,5,3,425.0,16,39321
0,871,2,4,1,5,3,655.0,16,39321
0,820,2,4,1,5,3,755.0,16,39321
0,812,2,1,1,5,3,815.0,16,39321
0,878,2,1,1,5,3,875.0,16,39321
0,859,2,2,1,5,3,1535.0,16,39321
0,791,2,2,1,5,3,1595.0,16,39321
0,723,2,2,1,5,3,1665.0,16,39321
0,746,2,5,1,1,3,635.0,16,44405
0,861,2,2,1,1,3,870.0,16,44405
0,744,2,0,1,1,3,1100.0,16,44405
0,877,2,4,1,0,3,1670.0,16,44704
5,1541,2,4,1,5,3,555.0,16,46097
5,1533,2,4,1,5,3,685.0,16,46097
5,1541,2,4,1,1,3,1210.0,16,46097
5,1533,2,4,1,1,3,1340.0,16,46097
5,1538,2,2,1,1,3,905.0,16,47217
5,1538,2,2,1,0,3,1170.0,16,47217
5,1543,2,0,1,5,3,395.0,16,47329
5,1543,2,0,1,1,3,1050.0,16,47329
0,844,2,0,1,5,3,545.0,16,47408
0,704,2,1,1,5,3,865.0,16,47408
0,839,2,5,1,5,3,1500.0,16,47408
0,841,2,2,1,5,3,1700.0,16,47408
5,1536,2,0,1,5,3,325.0,16,51697
5,1551,2,1,1,0,3,390.0,16,51697
5,1557,2,0,1,5,3,485.0,16,51697
5,1553,2,5,1,1,3,600.0,16,51697
5,1559,2,4,1,5,3,635.0,16,51697
5,1553,2,5,1,0,3,865.0,16,51697
5,1551,2,1,1,5,3,910.0,16,51697
5,1536,2,0,1,1,3,980.0,16,51697
5,1557,2,0,1,1,3,1140.0,16,51697
5,1559,2,4,1,1,3,1290.0,16,51697
5,1539,2,1,1,0,3,285.0,16,53937
5,1549,2,4,1,5,3,725.0,16,53937
5,1552,2,2,1,1,3,770.0,16,53937
5,1539,2,1,1,5,3,805.0,16,53937
5,1546,2,2,1,1,3,845.0,16,53937
5,1552,2,2,1,0,3,1035.0,16,53937
5,1546,2,2,1,0,3,1110.0,16,53937
5,1549,2,4,1,1,3,1380.0,16,53937
5,1554,2,2,1,1,3,720.0,16,59537
5,1554,2,2,1,0,3,985.0,16,59537
5,1484,2,1,2,4,3,130.0,17,24056
5,1507,2,4,2,0,3,130.0,17,24056
5,1530,2,0,2,2,3,135.0,17,24056
5,1523,2,2,2,2,3,135.0,17,24056
5,1516,2,5,2,5,3,140.0,17,24056
0,766,2,2,2,2,3,125.0,17,23944
0,764,2,4,2,4,3,130.0,17,23944
0,867,2,5,2,5,3,130.0,17,23944
0,772,2,4,2,4,3,140.0,17,23944
0,741,2,1,1,0,3,570.0,17,32770
5,1544,2,5,1,1,3,670.0,17,39377
5,1544,2,5,1,0,3,935.0,17,39377
0,798,2,0,1,5,3,425.0,17,39321
0,871,2,4,1,5,3,655.0,17,39321
0,820,2,4,1,5,3,755.0,17,39321
0,812,2,1,1,5,3,815.0,17,39321
0,878,2,1,1,5,3,875.0,17,39321
0,859,2,2,1,5,3,1535.0,17,39321
0,791,2,2,1,5,3,1595.0,17,39321
0,723,2,2,1,5,3,1665.0,17,39321
0,746,2,5,1,4,3,695.0,17,44405
0,861,2,2,1,4,3,930.0,17,44405
0,744,2,0,1,4,3,1160.0,17,44405
0,748,2,4,1,4,3,1385.0,17,44405
0,857,2,1,1,4,3,1600.0,17,44405
5,1533,2,4,1,5,3,685.0,17,46097
5,1533,2,4,1,1,3,1340.0,17,46097
5,1538,2,2,1,1,3,905.0,17,47217
5,1538,2,2,1,0,3,1170.0,17,47217
5,1543,2,0,1,5,3,395.0,17,47329
5,1543,2,0,1,1,3,1050.0,17,47329
0,844,2,0,1,5,3,545.0,17,47408
0,704,2,1,1,5,3,865.0,17,47408
0,839,2,5,1,5,3,1500.0,17,47408
0,841,2,2,1,5,3,1700.0,17,47408
5,1536,2,0,1,5,3,325.0,17,51697
5,1557,2,0,1,5,3,485.0,17,51697
5,1553,2,5,1,1,3,600.0,17,51697
5,1559,2,4,1,5,3,635.0,17,51697
5,1553,2,5,1,0,3,865.0,17,51697
5,1536,2,0,1,1,3,980.0,17,51697
5,1557,2,0,1,1,3,1140.0,17,51697
5,1536,2,0,1,0,3,1245.0,17,51697
5,1559,2,4,1,1,3,1290.0,17,51697
5,1549,2,4,1,5,3,725.0,17,53937
5,1552,2,2,1,1,3,770.0,17,53937
5,1546,2,2,1,1,3,845.0,17,53937
5,1552,2,2,1,0,3,1035.0,17,53937
5,1546,2,2,1,0,3,1110.0,17,53937
5,1549,2,4,1,1,3,1380.0,17,53937
5,1554,2,2,1,1,3,720.0,17,59537
5,1554,2,2,1,0,3,985.0,17,59537
5,1539,2,1,1,0,3,285.0,17,61889
5,1539,2,1,1,5,3,805.0,17,61889
5,1484,2,1,2,4,3,130.0,18,24056
5,1507,2,4,2,0,3,130.0,18,24056
5,1530,2,0,2,2,3,135.0,18,24056
5,1523,2,2,2,2,3,135.0,18,24056
5,1516,2,5,2,5,3,140.0,18,24056
0,766,2,2,2,2,3,125.0,18,23944
0,764,2,4,2,4,3,130.0,18,23944
0,867,2,5,2,5,3,130.0,18,23944
0,772,2,4,2,4,3,140.0,18,23944
0,732,2,2,1,0,3,1065.0,18,37668
5,1543,2,0,1,5,3,395.0,18,39377
5,1544,2,5,1,1,3,670.0,18,39377
5,1544,2,5,1,0,3,935.0,18,39377
5,1543,2,0,1,1,3,1050.0,18,39377
0,798,2,0,1,5,3,425.0,18,39321
0,871,2,4,1,5,3,655.0,18,39321
0,859,2,2,1,1,3,675.0,18,39321
0,791,2,2,1,1,3,735.0,18,39321
0,820,2,4,1,5,3,755.0,18,39321
0,873,2,2,1,1,3,795.0,18,39321
0,723,2,2,1,1,3,805.0,18,39321
0,812,2,1,1,5,3,815.0,18,39321
0,878,2,1,1,5,3,875.0,18,39321
0,798,2,0,1,1,3,1005.0,18,39321
0,871,2,4,1,1,3,1235.0,18,39321
0,820,2,4,1,1,3,1335.0,18,39321
0,812,2,1,1,1,3,1395.0,18,39321
0,878,2,1,1,1,3,1455.0,18,39321
0,746,2,5,1,1,3,635.0,18,44405
0,861,2,2,1,1,3,870.0,18,44405
0,744,2,0,1,1,3,1100.0,18,44405
0,748,2,4,1,1,3,1325.0,18,44405
0,857,2,1,1,1,3,1540.0,18,44405
5,1541,2,4,1,5,3,555.0,18,46097
5,1533,2,4,1,5,3,685.0,18,46097
5,1541,2,4,1,1,3,1210.0,18,46097
5,1533,2,4,1,1,3,1340.0,18,46097
5,1538,2,2,1,1,3,905.0,18,47217
5,1538,2,2,1,0,3,1170.0,18,47217
0,844,2,0,1,5,3,545.0,18,47408
0,704,2,1,1,5,3,865.0,18,47408
0,713,2,1,1,5,3,985.0,18,47408
0,839,2,5,1,5,3,1500.0,18,47408
0,841,2,2,1,5,3,1700.0,18,47408
5,1536,2,0,1,5,3,325.0,18,51697
5,1551,2,1,1,0,3,390.0,18,51697
5,1557,2,0,1,5,3,485.0,18,51697
5,1559,2,4,1,5,3,635.0,18,51697
5,1551,2,1,1,5,3,910.0,18,51697
5,1536,2,0,1,1,3,980.0,18,51697
5,1557,2,0,1,1,3,1140.0,18,51697
5,1559,2,4,1,1,3,1290.0,18,51697
5,1539,2,1,1,0,3,285.0,18,53937
5,1549,2,4,1,5,3,725.0,18,53937
5,1552,2,2,1,1,3,770.0,18,53937
5,1539,2,1,1,5,3,805.0,18,53937
5,1546,2,2,1,1,3,845.0,18,53937
5,1552,2,2,1,0,3,1035.0,18,53937
5,1546,2,2,1,0,3,1110.0,18,53937
5,1549,2,4,1,1,3,1380.0,18,53937
5,1554,2,2,1,1,3,720.0,18,59537
5,1554,2,2,1,0,3,985.0,18,59537
5,1553,2,5,1,1,3,600.0,18,67153
5,1553,2,5,1,0,3,865.0,18,67153
5,1507,2,4,2,0,3,130.0,19,24056
5,1530,2,0,2,2,3,135.0,19,24056
5,1523,2,2,2,2,3,135.0,19,24056
5,1516,2,5,2,5,3,140.0,19,24056
0,766,2,2,2,2,3,125.0,19,23944
0,764,2,4,2,4,3,130.0,19,23944
0,867,2,5,2,5,3,130.0,19,23944
0,772,2,4,2,4,3,140.0,19,23944
5,1484,2,1,2,4,3,130.0,19,30630
5,1543,2,0,1,5,3,395.0,19,39377
5,1544,2,5,1,1,3,670.0,19,39377
5,1544,2,5,1,0,3,935.0,19,39377
5,1543,2,0,1,1,3,1050.0,19,39377
0,798,2,0,1,5,3,425.0,19,39321
0,871,2,4,1,5,3,655.0,19,39321
0,820,2,4,1,5,3,755.0,19,39321
0,812,2,1,1,5,3,815.0,19,39321
0,878,2,1,1,5,3,875.0,19,39321
0,859,2,2,1,5,3,1535.0,19,39321
0,791,2,2,1,5,3,1595.0,19,39321
0,723,2,2,1,5,3,1665.0,19,39321
5,1541,2,4,1,5,3,555.0,19,46097
5,1533,2,4,1,5,3,685.0,19,46097
5,1541,2,4,1,1,3,1210.0,19,46097
5,1533,2,4,1,1,3,1340.0,19,46097
5,1538,2,2,1,1,3,905.0,19,47217
5,1538,2,2,1,0,3,1170.0,19,47217
0,844,2,0,1,5,3,545.0,19,47408
0,704,2,1,1,5,3,865.0,19,47408
0,839,2,5,1,5,3,1500.0,19,47408
0,841,2,2,1,5,3,1700.0,19,47408
5,1536,2,0,1,5,3,325.0,19,51697
5,1557,2,0,1,5,3,485.0,19,51697
5,1559,2,4,1,5,3,635.0,19,51697
5,1536,2,0,1,1,3,980.0,19,51697
5,1557,2,0,1,1,3,1140.0,19,51697
5,1559,2,4,1,1,3,1290.0,19,51697
5,1539,2,1,1,0,3,285.0,19,53937
